Trade #,Type,Signal,Date/Time,Price PLN,Contracts,Profit PLN,Profit %,Cum. Profit PLN,Cum. Profit %,Run-up PLN,Run-up %,Drawdown PLN,Drawdown %
1110,Entry Long,Long,2024-11-19 16:30,4.09600,1,-0.003,-0.07,5.54,0.00,0.002,0.05,0.003,0.07
1109,Exit Short,Close entry(s) order Short,2024-11-19 16:30,4.09000,1,0.004,0.10,5.54,0.00,0.01,0.15,0,0.00
1109,Entry Short,Short,2024-11-19 16:00,4.09400,1,0.004,0.10,5.54,0.00,0.01,0.15,0,0.00
1108,Exit Short,Close entry(s) order Short,2024-11-19 16:00,4.09500,1,0.01,0.17,5.54,0.00,0.01,0.22,0,0.00
1108,Entry Short,Short,2024-11-19 14:00,4.10200,1,0.01,0.17,5.54,0.00,0.01,0.22,0,0.00
1107,Exit Long,Short,2024-11-19 14:00,4.10200,1,-0.003,-0.07,5.53,0.00,0,0.00,0.003,0.07
1107,Entry Long,Long,2024-11-19 13:30,4.10500,1,-0.003,-0.07,5.53,0.00,0,0.00,0.003,0.07
1106,Exit Short,Close entry(s) order Short,2024-11-19 13:00,4.10100,1,0.004,0.10,5.53,0.00,0.01,0.19,0,0.00
1106,Entry Short,Short,2024-11-19 12:00,4.10500,1,0.004,0.10,5.53,0.00,0.01,0.19,0,0.00
1105,Exit Long,Close entry(s) order Long,2024-11-19 11:30,4.11000,1,0.03,0.71,5.53,0.00,0.03,0.76,0,0.00
1105,Entry Long,Long,2024-11-19 10:30,4.08100,1,0.03,0.71,5.53,0.00,0.03,0.76,0,0.00
1104,Exit Short,Long,2024-11-19 10:30,4.08100,1,-0.003,-0.07,5.50,0.00,0.001,0.02,0.003,0.07
1104,Entry Short,Short,2024-11-19 10:00,4.07800,1,-0.003,-0.07,5.50,0.00,0.001,0.02,0.003,0.07
1103,Exit Long,Close entry(s) order Long,2024-11-19 10:00,4.08200,1,0.003,0.07,5.50,0.00,0.01,0.15,0,0.00
1103,Entry Long,Long,2024-11-19 09:00,4.07900,1,0.003,0.07,5.50,0.00,0.01,0.15,0,0.00
1102,Exit Long,Close entry(s) order Long,2024-11-19 09:00,4.07800,1,0,0.00,5.50,0.00,0.004,0.10,0.001,0.02
1102,Entry Long,Long,2024-11-19 06:30,4.07800,1,0,0.00,5.50,0.00,0.004,0.10,0.001,0.02
1101,Exit Short,Long,2024-11-19 06:30,4.07800,1,-0.001,-0.02,5.50,0.00,0.003,0.07,0.001,0.02
1101,Entry Short,Short,2024-11-19 05:00,4.07700,1,-0.001,-0.02,5.50,0.00,0.003,0.07,0.001,0.02
1100,Exit Long,Close entry(s) order Long,2024-11-19 03:00,4.08300,1,0.01,0.17,5.50,0.00,0.01,0.27,0,0.00
1100,Entry Long,Long,2024-11-19 02:00,4.07600,1,0.01,0.17,5.50,0.00,0.01,0.27,0,0.00
1099,Exit Short,Close entry(s) order Short,2024-11-19 00:30,4.07200,1,0.04,0.85,5.49,0.00,0.04,0.90,0,0.00
1099,Entry Short,Short,2024-11-18 14:30,4.10700,1,0.04,0.85,5.49,0.00,0.04,0.90,0,0.00
1098,Exit Long,Close entry(s) order Long,2024-11-18 13:30,4.10800,1,0.003,0.07,5.46,0.00,0.01,0.17,0,0.00
1098,Entry Long,Long,2024-11-18 12:00,4.10500,1,0.003,0.07,5.46,0.00,0.01,0.17,0,0.00
1097,Exit Short,Long,2024-11-18 12:00,4.10500,1,-0.001,-0.02,5.45,0.00,0.004,0.10,0.001,0.02
1097,Entry Short,Short,2024-11-18 11:00,4.10400,1,-0.001,-0.02,5.45,0.00,0.004,0.10,0.001,0.02
1096,Exit Long,Close entry(s) order Long,2024-11-18 11:00,4.10700,1,0.01,0.20,5.46,0.00,0.01,0.27,0,0.00
1096,Entry Long,Long,2024-11-18 09:00,4.09900,1,0.01,0.20,5.46,0.00,0.01,0.27,0,0.00
1095,Exit Short,Close entry(s) order Short,2024-11-18 09:00,4.09500,1,-0.001,-0.02,5.45,0.00,0.001,0.03,0.001,0.03
1095,Entry Short,Short,2024-11-18 08:00,4.09400,1,-0.001,-0.02,5.45,0.00,0.001,0.03,0.001,0.03
1094,Exit Short,Close entry(s) order Short,2024-11-18 05:30,4.09500,1,0.01,0.22,5.45,0.00,0.01,0.27,0,0.00
1094,Entry Short,Short,2024-11-18 02:00,4.10400,1,0.01,0.22,5.45,0.00,0.01,0.27,0,0.00
1093,Exit Long,Close entry(s) order Long,2024-11-18 01:00,4.10700,1,0.01,0.24,5.44,0.00,0.01,0.33,0,0.00
1093,Entry Long,Long,2024-11-15 22:00,4.09700,1,0.01,0.24,5.44,0.00,0.01,0.33,0,0.00
1092,Exit Short,Long,2024-11-15 22:00,4.09700,1,-0.003,-0.07,5.43,0.00,0.003,0.06,0.003,0.07
1092,Entry Short,Short,2024-11-15 18:30,4.09400,1,-0.003,-0.07,5.43,0.00,0.003,0.06,0.003,0.07
1091,Exit Long,Close entry(s) order Long,2024-11-15 18:00,4.10100,1,0.02,0.42,5.43,0.00,0.02,0.47,0,0.00
1091,Entry Long,Long,2024-11-15 15:30,4.08400,1,0.02,0.42,5.43,0.00,0.02,0.47,0,0.00
1090,Exit Short,Long,2024-11-15 15:30,4.08400,1,-0.001,-0.02,5.42,0.00,0.001,0.02,0.001,0.02
1090,Entry Short,Short,2024-11-15 15:00,4.08300,1,-0.001,-0.02,5.42,0.00,0.001,0.02,0.001,0.02
1089,Exit Long,Short,2024-11-15 15:00,4.08300,1,-0.001,-0.02,5.42,0.00,0,0.00,0.001,0.02
1089,Entry Long,Long,2024-11-15 15:00,4.08400,1,-0.001,-0.02,5.42,0.00,0,0.00,0.001,0.02
1088,Exit Short,Close entry(s) order Short,2024-11-15 14:00,4.08400,1,0,0.00,5.42,0.00,0.002,0.05,0,0.00
1088,Entry Short,Short,2024-11-15 13:30,4.08400,1,0,0.00,5.42,0.00,0.002,0.05,0,0.00
1087,Exit Long,Short,2024-11-15 13:30,4.08400,1,-0.005,-0.12,5.42,0.00,0.001,0.02,0.005,0.12
1087,Entry Long,Long,2024-11-15 11:30,4.08900,1,-0.005,-0.12,5.42,0.00,0.001,0.02,0.005,0.12
1086,Exit Short,Close entry(s) order Short,2024-11-15 11:30,4.08700,1,0.01,0.15,5.42,0.00,0.01,0.22,0,0.00
1086,Entry Short,Short,2024-11-15 10:30,4.09300,1,0.01,0.15,5.42,0.00,0.01,0.22,0,0.00
1085,Exit Long,Short,2024-11-15 10:30,4.09300,1,-0.003,-0.07,5.42,0.00,0.002,0.05,0.003,0.07
1085,Entry Long,Long,2024-11-15 10:00,4.09600,1,-0.003,-0.07,5.42,0.00,0.002,0.05,0.003,0.07
1084,Exit Short,Close entry(s) order Short,2024-11-15 10:00,4.09400,1,0.01,0.17,5.42,0.00,0.01,0.24,0.001,0.02
1084,Entry Short,Short,2024-11-15 05:00,4.10100,1,0.01,0.17,5.42,0.00,0.01,0.24,0.001,0.02
1083,Exit Long,Close entry(s) order Long,2024-11-14 23:30,4.10600,1,0.01,0.27,5.41,0.00,0.01,0.34,0,0.00
1083,Entry Long,Long,2024-11-14 20:00,4.09500,1,0.01,0.27,5.41,0.00,0.01,0.34,0,0.00
1082,Exit Short,Close entry(s) order Short,2024-11-14 18:30,4.09000,1,0.04,0.90,5.40,0.00,0.04,0.94,0,0.00
1082,Entry Short,Short,2024-11-14 13:30,4.12700,1,0.04,0.90,5.40,0.00,0.04,0.94,0,0.00
1081,Exit Long,Close entry(s) order Long,2024-11-14 13:30,4.13000,1,0.01,0.29,5.36,0.00,0.01,0.34,0,0.00
1081,Entry Long,Long,2024-11-14 11:30,4.11800,1,0.01,0.29,5.36,0.00,0.01,0.34,0,0.00
1080,Exit Short,Close entry(s) order Short,2024-11-14 11:00,4.11600,1,0,0.00,5.35,0.00,0.005,0.12,0,0.00
1080,Entry Short,Short,2024-11-14 09:30,4.11600,1,0,0.00,5.35,0.00,0.005,0.12,0,0.00
1079,Exit Long,Close entry(s) order Long,2024-11-14 07:30,4.11900,1,0.01,0.22,5.35,0.00,0.01,0.27,0,0.00
1079,Entry Long,Long,2024-11-14 03:00,4.11000,1,0.01,0.22,5.35,0.00,0.01,0.27,0,0.00
1078,Exit Short,Long,2024-11-14 03:00,4.11000,1,-0.004,-0.10,5.34,0.00,0,0.00,0.004,0.10
1078,Entry Short,Short,2024-11-13 21:30,4.10600,1,-0.004,-0.10,5.34,0.00,0,0.00,0.004,0.10
1077,Exit Long,Close entry(s) order Long,2024-11-13 17:30,4.10800,1,0.02,0.54,5.35,0.00,0.02,0.59,0,0.00
1077,Entry Long,Long,2024-11-13 16:00,4.08600,1,0.02,0.54,5.35,0.00,0.02,0.59,0,0.00
1076,Exit Short,Close entry(s) order Short,2024-11-13 16:00,4.08300,1,0.01,0.20,5.33,0.00,0.01,0.24,0,0.00
1076,Entry Short,Short,2024-11-13 13:30,4.09100,1,0.01,0.20,5.33,0.00,0.01,0.24,0,0.00
1075,Exit Long,Short,2024-11-13 13:30,4.09100,1,-0.002,-0.05,5.32,0.00,0.003,0.07,0.002,0.05
1075,Entry Long,Long,2024-11-13 12:30,4.09300,1,-0.002,-0.05,5.32,0.00,0.003,0.07,0.002,0.05
1074,Exit Short,Close entry(s) order Short,2024-11-13 12:30,4.08800,1,0.02,0.39,5.32,0.00,0.02,0.44,0,0.00
1074,Entry Short,Short,2024-11-13 10:30,4.10400,1,0.02,0.39,5.32,0.00,0.02,0.44,0,0.00
1073,Exit Long,Close entry(s) order Long,2024-11-13 10:30,4.10700,1,0.01,0.17,5.30,0.00,0.01,0.24,0,0.00
1073,Entry Long,Long,2024-11-13 07:00,4.10000,1,0.01,0.17,5.30,0.00,0.01,0.24,0,0.00
1072,Exit Short,Close entry(s) order Short,2024-11-13 06:30,4.09800,1,-0.001,-0.02,5.30,0.00,0.002,0.05,0.001,0.02
1072,Entry Short,Short,2024-11-13 03:30,4.09700,1,-0.001,-0.02,5.30,0.00,0.002,0.05,0.001,0.02
1071,Exit Long,Short,2024-11-13 03:30,4.09700,1,-0.004,-0.10,5.30,0.00,0,0.00,0.004,0.10
1071,Entry Long,Long,2024-11-13 03:00,4.10100,1,-0.004,-0.10,5.30,0.00,0,0.00,0.004,0.10
1070,Exit Short,Close entry(s) order Short,2024-11-13 01:00,4.09900,1,0.005,0.12,5.30,0.00,0.01,0.22,0,0.00
1070,Entry Short,Short,2024-11-12 20:00,4.10400,1,0.005,0.12,5.30,0.00,0.01,0.22,0,0.00
1069,Exit Long,Close entry(s) order Long,2024-11-12 20:00,4.10500,1,0,0.00,5.30,0.00,0.002,0.05,0,0.00
1069,Entry Long,Long,2024-11-12 18:30,4.10500,1,0,0.00,5.30,0.00,0.002,0.05,0,0.00
1068,Exit Short,Long,2024-11-12 18:30,4.10500,1,-0.001,-0.02,5.30,0.00,0,0.00,0.001,0.02
1068,Entry Short,Short,2024-11-12 18:30,4.10400,1,-0.001,-0.02,5.30,0.00,0,0.00,0.001,0.02
1067,Exit Long,Short,2024-11-12 18:30,4.10400,1,0.001,0.02,5.30,0.00,0.004,0.10,0,0.00
1067,Entry Long,Long,2024-11-12 17:00,4.10300,1,0.001,0.02,5.30,0.00,0.004,0.10,0,0.00
1066,Exit Short,Close entry(s) order Short,2024-11-12 17:00,4.10200,1,0,0.00,5.30,0.00,0.005,0.12,0,0.00
1066,Entry Short,Short,2024-11-12 14:30,4.10200,1,0,0.00,5.30,0.00,0.005,0.12,0,0.00
1065,Exit Long,Short,2024-11-12 14:30,4.10200,1,0,0.00,5.30,0.00,0.004,0.10,0,0.00
1065,Entry Long,Long,2024-11-12 14:00,4.10200,1,0,0.00,5.30,0.00,0.004,0.10,0,0.00
1064,Exit Short,Close entry(s) order Short,2024-11-12 13:30,4.09500,1,0.01,0.22,5.30,0.00,0.01,0.29,0,0.00
1064,Entry Short,Short,2024-11-12 11:30,4.10400,1,0.01,0.22,5.30,0.00,0.01,0.29,0,0.00
1063,Exit Long,Short,2024-11-12 11:30,4.10400,1,-0.002,-0.05,5.29,0.00,0,0.00,0.002,0.05
1063,Entry Long,Long,2024-11-12 11:30,4.10600,1,-0.002,-0.05,5.29,0.00,0,0.00,0.002,0.05
1062,Exit Short,Close entry(s) order Short,2024-11-12 11:00,4.10300,1,0.001,0.02,5.29,0.00,0.01,0.15,0.002,0.05
1062,Entry Short,Short,2024-11-12 10:00,4.10400,1,0.001,0.02,5.29,0.00,0.01,0.15,0.002,0.05
1061,Exit Long,Close entry(s) order Long,2024-11-12 09:30,4.10400,1,0.005,0.12,5.29,0.00,0.01,0.17,0.001,0.03
1061,Entry Long,Long,2024-11-12 08:30,4.09900,1,0.005,0.12,5.29,0.00,0.01,0.17,0.001,0.03
1060,Exit Short,Close entry(s) order Short,2024-11-12 03:00,4.09300,1,0.002,0.05,5.28,0.00,0.01,0.17,0,0.00
1060,Entry Short,Short,2024-11-11 22:30,4.09500,1,0.002,0.05,5.28,0.00,0.01,0.17,0,0.00
1059,Exit Long,Close entry(s) order Long,2024-11-11 21:00,4.09700,1,0.01,0.37,5.28,0.00,0.02,0.42,0,0.00
1059,Entry Long,Long,2024-11-11 17:00,4.08200,1,0.01,0.37,5.28,0.00,0.02,0.42,0,0.00
1058,Exit Short,Close entry(s) order Short,2024-11-11 16:30,4.07500,1,0.004,0.10,5.27,0.00,0.01,0.22,0,0.00
1058,Entry Short,Short,2024-11-11 15:30,4.07900,1,0.004,0.10,5.27,0.00,0.01,0.22,0,0.00
1057,Exit Long,Close entry(s) order Long,2024-11-11 15:30,4.08000,1,0.01,0.34,5.26,0.00,0.02,0.39,0,0.00
1057,Entry Long,Long,2024-11-11 12:30,4.06600,1,0.01,0.34,5.26,0.00,0.02,0.39,0,0.00
1056,Exit Short,Long,2024-11-11 12:30,4.06600,1,-0.01,-0.15,5.25,0.00,0.001,0.02,0.01,0.15
1056,Entry Short,Short,2024-11-11 12:00,4.06000,1,-0.01,-0.15,5.25,0.00,0.001,0.02,0.01,0.15
1055,Exit Long,Close entry(s) order Long,2024-11-11 11:30,4.06200,1,0.02,0.40,5.25,0.00,0.02,0.44,0,0.00
1055,Entry Long,Long,2024-11-11 09:00,4.04600,1,0.02,0.40,5.25,0.00,0.02,0.44,0,0.00
1054,Exit Short,Close entry(s) order Short,2024-11-11 09:00,4.04100,1,-0.001,-0.02,5.24,0.00,0,0.00,0.001,0.02
1054,Entry Short,Short,2024-11-11 09:00,4.04000,1,-0.001,-0.02,5.24,0.00,0,0.00,0.001,0.02
1053,Exit Short,Close entry(s) order Short,2024-11-11 08:30,4.04000,1,0,0.00,5.24,0.00,0.001,0.02,0.001,0.02
1053,Entry Short,Short,2024-11-11 03:00,4.04000,1,0,0.00,5.24,0.00,0.001,0.02,0.001,0.02
1052,Exit Short,Close entry(s) order Short,2024-11-11 03:00,4.04100,1,0,0.00,5.24,0.00,0.01,0.14,0.001,0.02
1052,Entry Short,Short,2024-11-08 21:30,4.04100,1,0,0.00,5.24,0.00,0.01,0.14,0.001,0.02
1051,Exit Long,Close entry(s) order Long,2024-11-08 19:30,4.04400,1,0.02,0.40,5.24,0.00,0.02,0.45,0,0.00
1051,Entry Long,Long,2024-11-08 18:00,4.02800,1,0.02,0.40,5.24,0.00,0.02,0.45,0,0.00
1050,Exit Long,Close entry(s) order Long,2024-11-08 18:00,4.02700,1,0.002,0.05,5.22,0.00,0.003,0.07,0,0.00
1050,Entry Long,Long,2024-11-08 17:00,4.02500,1,0.002,0.05,5.22,0.00,0.003,0.07,0,0.00
1049,Exit Long,Close entry(s) order Long,2024-11-08 16:00,4.02100,1,0.01,0.27,5.22,0.00,0.01,0.32,0,0.00
1049,Entry Long,Long,2024-11-08 14:00,4.01000,1,0.01,0.27,5.22,0.00,0.01,0.32,0,0.00
1048,Exit Short,Long,2024-11-08 14:00,4.01000,1,-0.004,-0.10,5.21,0.00,0,0.00,0.004,0.10
1048,Entry Short,Short,2024-11-08 14:00,4.00600,1,-0.004,-0.10,5.21,0.00,0,0.00,0.004,0.10
1047,Exit Long,Close entry(s) order Long,2024-11-08 13:00,4.01100,1,0.01,0.20,5.21,0.00,0.01,0.25,0,0.00
1047,Entry Long,Long,2024-11-08 10:00,4.00300,1,0.01,0.20,5.21,0.00,0.01,0.25,0,0.00
1046,Exit Long,Close entry(s) order Long,2024-11-08 10:00,4.00100,1,0.01,0.18,5.21,0.00,0.01,0.24,0,0.00
1046,Entry Long,Long,2024-11-08 01:30,3.99400,1,0.01,0.18,5.21,0.00,0.01,0.24,0,0.00
1045,Exit Short,Long,2024-11-08 01:30,3.99400,1,-0.003,-0.08,5.20,0.00,0,0.00,0.003,0.08
1045,Entry Short,Short,2024-11-07 23:30,3.99100,1,-0.003,-0.08,5.20,0.00,0,0.00,0.003,0.08
1044,Exit Long,Close entry(s) order Long,2024-11-07 22:00,3.99800,1,0.003,0.08,5.20,0.00,0.01,0.18,0,0.00
1044,Entry Long,Long,2024-11-07 20:30,3.99500,1,0.003,0.08,5.20,0.00,0.01,0.18,0,0.00
1043,Exit Long,Close entry(s) order Long,2024-11-07 20:30,3.99400,1,0.001,0.03,5.20,0.00,0.01,0.15,0,0.00
1043,Entry Long,Long,2024-11-07 18:00,3.99300,1,0.001,0.03,5.20,0.00,0.01,0.15,0,0.00
1042,Exit Short,Close entry(s) order Short,2024-11-07 18:00,3.99100,1,0.04,0.99,5.20,0.00,0.04,1.04,0.002,0.04
1042,Entry Short,Short,2024-11-07 14:00,4.03100,1,0.04,0.99,5.20,0.00,0.04,1.04,0.002,0.04
1041,Exit Long,Close entry(s) order Long,2024-11-07 12:00,4.03600,1,0.004,0.10,5.16,0.00,0.01,0.20,0,0.00
1041,Entry Long,Long,2024-11-07 11:00,4.03200,1,0.004,0.10,5.16,0.00,0.01,0.20,0,0.00
1040,Exit Short,Close entry(s) order Short,2024-11-07 11:00,4.03000,1,0.001,0.02,5.15,0.00,0.003,0.09,0,0.00
1040,Entry Short,Short,2024-11-07 10:00,4.03100,1,0.001,0.02,5.15,0.00,0.003,0.09,0,0.00
1039,Exit Long,Short,2024-11-07 10:00,4.03100,1,-0.01,-0.15,5.15,0.00,0,0.00,0.01,0.15
1039,Entry Long,Long,2024-11-07 10:00,4.03700,1,-0.01,-0.15,5.15,0.00,0,0.00,0.01,0.15
1038,Exit Short,Close entry(s) order Short,2024-11-07 09:30,4.03400,1,0.02,0.54,5.16,0.00,0.02,0.59,0,0.00
1038,Entry Short,Short,2024-11-07 04:30,4.05600,1,0.02,0.54,5.16,0.00,0.02,0.59,0,0.00
1037,Exit Long,Close entry(s) order Long,2024-11-07 04:00,4.06100,1,0.01,0.22,5.14,0.00,0.01,0.30,0,0.00
1037,Entry Long,Long,2024-11-06 21:30,4.05200,1,0.01,0.22,5.14,0.00,0.01,0.30,0,0.00
1036,Exit Short,Close entry(s) order Short,2024-11-06 21:00,4.04900,1,0.003,0.07,5.13,0.00,0.01,0.15,0,0.00
1036,Entry Short,Short,2024-11-06 20:00,4.05200,1,0.003,0.07,5.13,0.00,0.01,0.15,0,0.00
1035,Exit Short,Close entry(s) order Short,2024-11-06 19:30,4.05600,1,0.01,0.32,5.13,0.00,0.02,0.39,0,0.00
1035,Entry Short,Short,2024-11-06 15:00,4.06900,1,0.01,0.32,5.13,0.00,0.02,0.39,0,0.00
1034,Exit Long,Close entry(s) order Long,2024-11-06 14:30,4.07400,1,0.01,0.30,5.11,0.00,0.01,0.34,0,0.00
1034,Entry Long,Long,2024-11-06 13:00,4.06200,1,0.01,0.30,5.11,0.00,0.01,0.34,0,0.00
1033,Exit Short,Close entry(s) order Short,2024-11-06 11:00,4.05900,1,0.002,0.05,5.10,0.00,0.01,0.15,0,0.00
1033,Entry Short,Short,2024-11-06 10:00,4.06100,1,0.002,0.05,5.10,0.00,0.01,0.15,0,0.00
1032,Exit Long,Short,2024-11-06 10:00,4.06100,1,-0.004,-0.10,5.10,0.00,0,0.00,0.004,0.10
1032,Entry Long,Long,2024-11-06 10:00,4.06500,1,-0.004,-0.10,5.10,0.00,0,0.00,0.004,0.10
1031,Exit Short,Close entry(s) order Short,2024-11-06 09:30,4.05700,1,0.02,0.49,5.10,0.00,0.02,0.54,0,0.00
1031,Entry Short,Short,2024-11-06 08:30,4.07700,1,0.02,0.49,5.10,0.00,0.02,0.54,0,0.00
1030,Exit Long,Close entry(s) order Long,2024-11-06 08:30,4.07800,1,0.01,0.20,5.08,0.00,0.01,0.25,0,0.00
1030,Entry Long,Long,2024-11-06 08:00,4.07000,1,0.01,0.20,5.08,0.00,0.01,0.25,0,0.00
1029,Exit Short,Close entry(s) order Short,2024-11-06 07:30,4.05800,1,0.01,0.20,5.07,0.00,0.01,0.30,0,0.00
1029,Entry Short,Short,2024-11-06 06:30,4.06600,1,0.01,0.20,5.07,0.00,0.01,0.30,0,0.00
1028,Exit Long,Close entry(s) order Long,2024-11-06 06:30,4.06700,1,0.08,1.98,5.07,0.00,0.08,2.03,0,0.00
1028,Entry Long,Long,2024-11-06 02:00,3.98800,1,0.08,1.98,5.07,0.00,0.08,2.03,0,0.00
1027,Exit Short,Close entry(s) order Short,2024-11-06 02:00,3.98600,1,-0.001,-0.03,4.99,0.00,0,0.00,0.001,0.03
